vegas: 47.0, predictive mean 47.667979428242134, under percentage: 0.474, over percentage: 0.526
vegas: 50.5, predictive mean 49.242723671136424, under percentage: 0.574, over percentage: 0.426
vegas: 53.0, predictive mean 50.57761611550297, under percentage: 0.612, over percentage: 0.388
vegas: 54.0, predictive mean 53.19745623543221, under percentage: 0.514, over percentage: 0.486
vegas: 52.5, predictive mean 51.24148838770915, under percentage: 0.54, over percentage: 0.46
vegas: 47.0, predictive mean 46.745701598265676, under percentage: 0.486, over percentage: 0.514
vegas: 51.5, predictive mean 50.65559610496095, under percentage: 0.548, over percentage: 0.452
vegas: 50.0, predictive mean 49.85170249158708, under percentage: 0.506, over percentage: 0.494
vegas: 48.0, predictive mean 49.90358260193226, under percentage: 0.416, over percentage: 0.584
vegas: 49.0, predictive mean 48.07065316347145, under percentage: 0.516, over percentage: 0.484
vegas: 52.0, predictive mean 52.43268977019808, under percentage: 0.462, over percentage: 0.538
vegas: 52.0, predictive mean 50.29515814712524, under percentage: 0.59, over percentage: 0.41
vegas: 49.0, predictive mean 50.5035200574144, under percentage: 0.424, over percentage: 0.576
vegas: 53.5, predictive mean 53.84030068740259, under percentage: 0.478, over percentage: 0.522
vegas: 52.0, predictive mean 51.72042691398748, under percentage: 0.52, over percentage: 0.48
vegas: 51.0, predictive mean 51.4901521406391, under percentage: 0.494, over percentage: 0.506
vegas: 50.0, predictive mean 49.11214007650289, under percentage: 0.518, over percentage: 0.482
vegas: 51.5, predictive mean 49.69481114028676, under percentage: 0.59, over percentage: 0.41
vegas: 49.5, predictive mean 50.4023784565487, under percentage: 0.454, over percentage: 0.546
vegas: 51.0, predictive mean 51.710371068202456, under percentage: 0.466, over percentage: 0.534
vegas: 52.0, predictive mean 50.04716465722574, under percentage: 0.616, over percentage: 0.384
vegas: 49.0, predictive mean 49.63041568249876, under percentage: 0.466, over percentage: 0.534
vegas: 46.5, predictive mean 46.306979984772624, under percentage: 0.508, over percentage: 0.492
vegas: 50.5, predictive mean 51.555878891381845, under percentage: 0.464, over percentage: 0.536
vegas: 52.5, predictive mean 52.412755451092764, under percentage: 0.524, over percentage: 0.476
vegas: 48.5, predictive mean 47.947416895938254, under percentage: 0.548, over percentage: 0.452
vegas: 49.0, predictive mean 49.65127736130159, under percentage: 0.482, over percentage: 0.518
vegas: 50.5, predictive mean 47.507134786819876, under percentage: 0.68, over percentage: 0.32
