vegas: 53.5, predictive mean 55.36824119847912, under percentage: 0.43134715025906734, over percentage: 0.5686528497409327
vegas: 54.5, predictive mean 54.35081577794326, under percentage: 0.5103626943005182, over percentage: 0.4896373056994819
vegas: 53.0, predictive mean 55.2865524215749, under percentage: 0.4067357512953368, over percentage: 0.5932642487046632
vegas: 52.0, predictive mean 55.33978881576693, under percentage: 0.38341968911917096, over percentage: 0.616580310880829
vegas: 48.5, predictive mean 55.37855006165351, under percentage: 0.2603626943005181, over percentage: 0.7396373056994818
vegas: 50.5, predictive mean 52.834264283966775, under percentage: 0.3950777202072539, over percentage: 0.6049222797927462
vegas: 48.5, predictive mean 54.412598449188444, under percentage: 0.29015544041450775, over percentage: 0.7098445595854922
vegas: 53.0, predictive mean 54.14865394574759, under percentage: 0.4572538860103627, over percentage: 0.5427461139896373
vegas: 51.0, predictive mean 53.92938326044502, under percentage: 0.39896373056994816, over percentage: 0.6010362694300518
vegas: 51.5, predictive mean 54.16920412547708, under percentage: 0.40025906735751293, over percentage: 0.5997409326424871
vegas: 52.5, predictive mean 53.598540376328316, under percentage: 0.44559585492227977, over percentage: 0.5544041450777202
vegas: 53.5, predictive mean 54.49430123955655, under percentage: 0.4650259067357513, over percentage: 0.5349740932642487
vegas: 51.0, predictive mean 53.05918237927642, under percentage: 0.4119170984455959, over percentage: 0.5880829015544041
vegas: 50.5, predictive mean 54.13392961015006, under percentage: 0.37176165803108807, over percentage: 0.6282383419689119
vegas: 49.5, predictive mean 52.99065941458971, under percentage: 0.36658031088082904, over percentage: 0.633419689119171
vegas: 53.0, predictive mean 54.647685733653596, under percentage: 0.4365284974093264, over percentage: 0.5634715025906736
vegas: 53.0, predictive mean 57.1476851814966, under percentage: 0.3432642487046632, over percentage: 0.6567357512953368
vegas: 48.0, predictive mean 54.74390782898622, under percentage: 0.24352331606217617, over percentage: 0.7564766839378239
vegas: 52.5, predictive mean 54.11647393348038, under percentage: 0.44689119170984454, over percentage: 0.5531088082901554
vegas: 52.0, predictive mean 54.20476945817913, under percentage: 0.40803108808290156, over percentage: 0.5919689119170984
vegas: 50.5, predictive mean 54.73961028035386, under percentage: 0.32512953367875647, over percentage: 0.6748704663212435
vegas: 55.5, predictive mean 55.520547113323516, under percentage: 0.5246113989637305, over percentage: 0.47538860103626945
vegas: 51.0, predictive mean 54.05697162691136, under percentage: 0.3860103626943005, over percentage: 0.6139896373056994
vegas: 55.5, predictive mean 53.73292234675441, under percentage: 0.5803108808290155, over percentage: 0.41968911917098445
vegas: 52.0, predictive mean 54.922473327022225, under percentage: 0.3950777202072539, over percentage: 0.6049222797927462
vegas: 50.0, predictive mean 57.4256138350492, under percentage: 0.20725388601036268, over percentage: 0.7927461139896373
vegas: 51.0, predictive mean 54.44663285642503, under percentage: 0.3639896373056995, over percentage: 0.6360103626943006
vegas: 50.5, predictive mean 54.62375653568138, under percentage: 0.3432642487046632, over percentage: 0.6567357512953368
vegas: 48.0, predictive mean 56.94888008273134, under percentage: 0.17746113989637305, over percentage: 0.822538860103627
vegas: 48.5, predictive mean 54.60675607546721, under percentage: 0.2655440414507772, over percentage: 0.7344559585492227
vegas: 52.0, predictive mean 55.04796516022645, under percentage: 0.38082901554404147, over percentage: 0.6191709844559585
vegas: 52.5, predictive mean 55.67313944899569, under percentage: 0.37176165803108807, over percentage: 0.6282383419689119
vegas: 52.0, predictive mean 54.51634151910071, under percentage: 0.4028497409326425, over percentage: 0.5971502590673575
vegas: 50.5, predictive mean 54.49228768159154, under percentage: 0.3743523316062176, over percentage: 0.6256476683937824
vegas: 53.5, predictive mean 55.64133992264292, under percentage: 0.44041450777202074, over percentage: 0.5595854922279793
vegas: 53.5, predictive mean 55.260796880784454, under percentage: 0.4417098445595855, over percentage: 0.5582901554404145
vegas: 52.0, predictive mean 56.06332914465626, under percentage: 0.3316062176165803, over percentage: 0.6683937823834197
vegas: 53.5, predictive mean 53.0535872207623, under percentage: 0.5064766839378239, over percentage: 0.49352331606217614
vegas: 52.5, predictive mean 54.082880186635556, under percentage: 0.4339378238341969, over percentage: 0.5660621761658031
vegas: 50.0, predictive mean 54.711943630124345, under percentage: 0.32124352331606215, over percentage: 0.6787564766839378
vegas: 52.5, predictive mean 56.04634336240598, under percentage: 0.37176165803108807, over percentage: 0.6282383419689119
vegas: 49.0, predictive mean 54.29899134292917, under percentage: 0.31088082901554404, over percentage: 0.689119170984456
vegas: 51.0, predictive mean 54.626937032532474, under percentage: 0.3432642487046632, over percentage: 0.6567357512953368
vegas: 54.0, predictive mean 54.36445468985134, under percentage: 0.48704663212435234, over percentage: 0.5129533678756477
vegas: 52.5, predictive mean 55.471006300960966, under percentage: 0.3704663212435233, over percentage: 0.6295336787564767
vegas: 50.5, predictive mean 55.482142374183965, under percentage: 0.29533678756476683, over percentage: 0.7046632124352331
vegas: 50.5, predictive mean 54.66790855976981, under percentage: 0.327720207253886, over percentage: 0.6722797927461139
vegas: 53.0, predictive mean 54.776830223436605, under percentage: 0.4209844559585492, over percentage: 0.5790155440414507
vegas: 50.0, predictive mean 53.432166496838555, under percentage: 0.34585492227979275, over percentage: 0.6541450777202072
vegas: 52.5, predictive mean 54.37785323033149, under percentage: 0.44041450777202074, over percentage: 0.5595854922279793
vegas: 51.0, predictive mean 53.9898646082613, under percentage: 0.3898963730569948, over percentage: 0.6101036269430051
vegas: 52.0, predictive mean 53.87199696385545, under percentage: 0.4326424870466321, over percentage: 0.5673575129533679
vegas: 56.5, predictive mean 54.3157849622788, under percentage: 0.5984455958549223, over percentage: 0.4015544041450777
vegas: 51.0, predictive mean 54.652733239994305, under percentage: 0.38341968911917096, over percentage: 0.616580310880829
vegas: 51.0, predictive mean 54.80793496330146, under percentage: 0.36528497409326427, over percentage: 0.6347150259067358
vegas: 53.5, predictive mean 56.81360468032581, under percentage: 0.37176165803108807, over percentage: 0.6282383419689119
vegas: 49.5, predictive mean 53.79910469414524, under percentage: 0.34196891191709844, over percentage: 0.6580310880829016
vegas: 51.5, predictive mean 53.462709533240265, under percentage: 0.4326424870466321, over percentage: 0.5673575129533679
vegas: 52.5, predictive mean 55.55240169731455, under percentage: 0.3756476683937824, over percentage: 0.6243523316062176
vegas: 51.5, predictive mean 54.63567513568329, under percentage: 0.37176165803108807, over percentage: 0.6282383419689119
vegas: 48.5, predictive mean 54.37323734970148, under percentage: 0.27849740932642486, over percentage: 0.7215025906735751
vegas: 54.0, predictive mean 56.02753920931748, under percentage: 0.43005181347150256, over percentage: 0.5699481865284974
vegas: 55.5, predictive mean 53.42806437824909, under percentage: 0.582901554404145, over percentage: 0.4170984455958549
vegas: 56.5, predictive mean 55.10373354211299, under percentage: 0.5492227979274611, over percentage: 0.45077720207253885
vegas: 52.5, predictive mean 56.31264098704741, under percentage: 0.35621761658031087, over percentage: 0.6437823834196891
vegas: 49.5, predictive mean 54.55127920870108, under percentage: 0.3121761658031088, over percentage: 0.6878238341968912
vegas: 52.0, predictive mean 54.46319980215739, under percentage: 0.4119170984455959, over percentage: 0.5880829015544041
vegas: 50.5, predictive mean 55.60291270629345, under percentage: 0.31865284974093266, over percentage: 0.6813471502590673
vegas: 54.5, predictive mean 55.49902307539099, under percentage: 0.483160621761658, over percentage: 0.5168393782383419
vegas: 52.5, predictive mean 53.82876463041256, under percentage: 0.45984455958549225, over percentage: 0.5401554404145078
vegas: 54.0, predictive mean 55.43323749650627, under percentage: 0.45984455958549225, over percentage: 0.5401554404145078
vegas: 51.0, predictive mean 55.435474730420275, under percentage: 0.3316062176165803, over percentage: 0.6683937823834197
vegas: 50.5, predictive mean 54.273801136179586, under percentage: 0.34974093264248707, over percentage: 0.6502590673575129
vegas: 52.5, predictive mean 54.79516494991907, under percentage: 0.4119170984455959, over percentage: 0.5880829015544041
vegas: 52.5, predictive mean 53.84694604963521, under percentage: 0.4417098445595855, over percentage: 0.5582901554404145
vegas: 50.5, predictive mean 56.63816974500967, under percentage: 0.266839378238342, over percentage: 0.7331606217616581
vegas: 51.5, predictive mean 54.721567676989174, under percentage: 0.36528497409326427, over percentage: 0.6347150259067358
vegas: 55.5, predictive mean 55.582221369196866, under percentage: 0.5297927461139896, over percentage: 0.47020725388601037
vegas: 51.5, predictive mean 53.53907468746547, under percentage: 0.4119170984455959, over percentage: 0.5880829015544041
vegas: 50.0, predictive mean 54.49849502171198, under percentage: 0.3173575129533679, over percentage: 0.6826424870466321
vegas: 55.0, predictive mean 54.13905123373992, under percentage: 0.560880829015544, over percentage: 0.43911917098445596
vegas: 55.0, predictive mean 55.061422930500946, under percentage: 0.5051813471502591, over percentage: 0.4948186528497409
vegas: 50.0, predictive mean 54.49892453625169, under percentage: 0.31994818652849744, over percentage: 0.6800518134715026
vegas: 52.5, predictive mean 55.636932655200404, under percentage: 0.3743523316062176, over percentage: 0.6256476683937824
vegas: 47.5, predictive mean 54.35556730719751, under percentage: 0.2033678756476684, over percentage: 0.7966321243523317
vegas: 57.0, predictive mean 54.009008232842255, under percentage: 0.6282383419689119, over percentage: 0.37176165803108807
vegas: 54.0, predictive mean 53.61420167667847, under percentage: 0.5129533678756477, over percentage: 0.48704663212435234
vegas: 52.0, predictive mean 53.08135750806899, under percentage: 0.4585492227979275, over percentage: 0.5414507772020726
vegas: 52.5, predictive mean 54.26554046231001, under percentage: 0.43134715025906734, over percentage: 0.5686528497409327
vegas: 52.0, predictive mean 55.54419416874621, under percentage: 0.3639896373056995, over percentage: 0.6360103626943006
vegas: 55.5, predictive mean 54.48582899344185, under percentage: 0.5569948186528497, over percentage: 0.4430051813471503
vegas: 52.0, predictive mean 55.42509064143726, under percentage: 0.3860103626943005, over percentage: 0.6139896373056994
vegas: 56.5, predictive mean 54.93101007658313, under percentage: 0.5479274611398963, over percentage: 0.4520725388601036
vegas: 51.0, predictive mean 54.121410572862814, under percentage: 0.38341968911917096, over percentage: 0.616580310880829
vegas: 51.5, predictive mean 54.940887481773274, under percentage: 0.36658031088082904, over percentage: 0.633419689119171
vegas: 53.5, predictive mean 53.56335640011024, under percentage: 0.5051813471502591, over percentage: 0.4948186528497409
vegas: 54.0, predictive mean 55.095725630137636, under percentage: 0.44689119170984454, over percentage: 0.5531088082901554
vegas: 53.0, predictive mean 54.84268490147801, under percentage: 0.4209844559585492, over percentage: 0.5790155440414507
vegas: 52.5, predictive mean 54.61884008842526, under percentage: 0.4067357512953368, over percentage: 0.5932642487046632
vegas: 48.5, predictive mean 54.23324047432106, under percentage: 0.26295336787564766, over percentage: 0.7370466321243523
vegas: 52.5, predictive mean 55.250426381697736, under percentage: 0.39248704663212436, over percentage: 0.6075129533678757
vegas: 53.0, predictive mean 54.44073497990087, under percentage: 0.4494818652849741, over percentage: 0.5505181347150259
