vegas: 52.5, predictive mean 52.101694390868204, under percentage: 0.53, over percentage: 0.47
vegas: 53.5, predictive mean 54.10150192190345, under percentage: 0.496, over percentage: 0.504
vegas: 52.0, predictive mean 53.01628650840364, under percentage: 0.448, over percentage: 0.552
vegas: 51.5, predictive mean 53.60950847497555, under percentage: 0.402, over percentage: 0.598
vegas: 48.0, predictive mean 50.78117160573507, under percentage: 0.372, over percentage: 0.628
vegas: 51.0, predictive mean 50.21921466767465, under percentage: 0.54, over percentage: 0.46
vegas: 48.5, predictive mean 51.339977734556776, under percentage: 0.356, over percentage: 0.644
vegas: 51.5, predictive mean 53.27876999737104, under percentage: 0.386, over percentage: 0.614
vegas: 51.0, predictive mean 51.618338886965546, under percentage: 0.48, over percentage: 0.52
vegas: 49.0, predictive mean 51.65589134220764, under percentage: 0.394, over percentage: 0.606
vegas: 51.5, predictive mean 53.62338059815544, under percentage: 0.398, over percentage: 0.602
vegas: 52.0, predictive mean 51.637626572508246, under percentage: 0.504, over percentage: 0.496
vegas: 49.5, predictive mean 52.14429854478711, under percentage: 0.368, over percentage: 0.632
vegas: 50.5, predictive mean 51.60131977194708, under percentage: 0.47, over percentage: 0.53
vegas: 48.5, predictive mean 52.73595682911782, under percentage: 0.316, over percentage: 0.684
vegas: 52.5, predictive mean 53.66348755550486, under percentage: 0.448, over percentage: 0.552
vegas: 52.0, predictive mean 54.566607839914234, under percentage: 0.396, over percentage: 0.604
vegas: 46.5, predictive mean 51.38118596527749, under percentage: 0.274, over percentage: 0.726
vegas: 53.5, predictive mean 52.424788718710374, under percentage: 0.55, over percentage: 0.45
vegas: 52.0, predictive mean 51.28901231292723, under percentage: 0.538, over percentage: 0.462
vegas: 49.5, predictive mean 51.41149725437536, under percentage: 0.406, over percentage: 0.594
vegas: 55.0, predictive mean 54.968410202109034, under percentage: 0.506, over percentage: 0.494
vegas: 51.0, predictive mean 52.3861307522208, under percentage: 0.438, over percentage: 0.562
vegas: 55.0, predictive mean 54.711008002692836, under percentage: 0.512, over percentage: 0.488
vegas: 50.5, predictive mean 52.0151617923251, under percentage: 0.428, over percentage: 0.572
vegas: 48.5, predictive mean 53.206713430692254, under percentage: 0.278, over percentage: 0.722
vegas: 50.0, predictive mean 52.218362755365696, under percentage: 0.398, over percentage: 0.602
vegas: 50.0, predictive mean 52.029950519944734, under percentage: 0.414, over percentage: 0.586
vegas: 48.5, predictive mean 49.98555861335227, under percentage: 0.436, over percentage: 0.564
vegas: 48.0, predictive mean 50.7872179582994, under percentage: 0.356, over percentage: 0.644
vegas: 51.5, predictive mean 53.47324557600269, under percentage: 0.412, over percentage: 0.588
vegas: 52.5, predictive mean 53.73721850241153, under percentage: 0.4, over percentage: 0.6
vegas: 51.5, predictive mean 52.650818965225625, under percentage: 0.438, over percentage: 0.562
vegas: 50.5, predictive mean 52.06297135195909, under percentage: 0.414, over percentage: 0.586
vegas: 53.0, predictive mean 53.55645912908193, under percentage: 0.47, over percentage: 0.53
vegas: 52.0, predictive mean 52.89205326315713, under percentage: 0.458, over percentage: 0.542
vegas: 50.0, predictive mean 51.56584833457213, under percentage: 0.438, over percentage: 0.562
vegas: 52.5, predictive mean 50.95475306484432, under percentage: 0.566, over percentage: 0.434
vegas: 52.0, predictive mean 53.827025302049705, under percentage: 0.416, over percentage: 0.584
vegas: 49.5, predictive mean 51.61415193015743, under percentage: 0.408, over percentage: 0.592
vegas: 51.0, predictive mean 51.11724733740887, under percentage: 0.51, over percentage: 0.49
vegas: 49.0, predictive mean 52.12508142418633, under percentage: 0.344, over percentage: 0.656
vegas: 52.0, predictive mean 51.61692751308478, under percentage: 0.534, over percentage: 0.466
vegas: 53.0, predictive mean 53.42738086705194, under percentage: 0.494, over percentage: 0.506
vegas: 52.5, predictive mean 52.55711961425029, under percentage: 0.52, over percentage: 0.48
vegas: 50.0, predictive mean 50.81882050927757, under percentage: 0.456, over percentage: 0.544
vegas: 49.5, predictive mean 53.48314788042512, under percentage: 0.34, over percentage: 0.66
vegas: 53.0, predictive mean 52.313407526687485, under percentage: 0.544, over percentage: 0.456
vegas: 49.5, predictive mean 53.51599087160997, under percentage: 0.336, over percentage: 0.664
vegas: 51.0, predictive mean 54.0418974547286, under percentage: 0.368, over percentage: 0.632
vegas: 50.0, predictive mean 54.01585556027181, under percentage: 0.318, over percentage: 0.682
vegas: 51.5, predictive mean 50.97264301163429, under percentage: 0.524, over percentage: 0.476
vegas: 57.0, predictive mean 55.70367973487124, under percentage: 0.55, over percentage: 0.45
vegas: 50.5, predictive mean 49.66345506407271, under percentage: 0.538, over percentage: 0.462
vegas: 50.0, predictive mean 51.802964581913265, under percentage: 0.418, over percentage: 0.582
vegas: 52.5, predictive mean 53.24698567901343, under percentage: 0.484, over percentage: 0.516
vegas: 48.5, predictive mean 51.41463963127317, under percentage: 0.34, over percentage: 0.66
vegas: 49.5, predictive mean 52.97944246644889, under percentage: 0.346, over percentage: 0.654
vegas: 52.0, predictive mean 52.06259690076292, under percentage: 0.486, over percentage: 0.514
vegas: 51.5, predictive mean 51.0961574630757, under percentage: 0.51, over percentage: 0.49
vegas: 48.5, predictive mean 52.38167463929948, under percentage: 0.32, over percentage: 0.68
vegas: 53.0, predictive mean 51.89625377635675, under percentage: 0.546, over percentage: 0.454
vegas: 53.5, predictive mean 52.427365551770144, under percentage: 0.552, over percentage: 0.448
vegas: 55.5, predictive mean 53.81285205916791, under percentage: 0.586, over percentage: 0.414
vegas: 52.5, predictive mean 54.24960631983833, under percentage: 0.426, over percentage: 0.574
vegas: 50.0, predictive mean 52.39490007443301, under percentage: 0.382, over percentage: 0.618
vegas: 51.5, predictive mean 52.91735676948248, under percentage: 0.436, over percentage: 0.564
vegas: 50.0, predictive mean 50.419565106037105, under percentage: 0.514, over percentage: 0.486
vegas: 54.0, predictive mean 53.970063214150144, under percentage: 0.534, over percentage: 0.466
vegas: 51.5, predictive mean 52.97597979841935, under percentage: 0.408, over percentage: 0.592
vegas: 52.0, predictive mean 53.58862580291682, under percentage: 0.442, over percentage: 0.558
vegas: 50.5, predictive mean 52.282738398853354, under percentage: 0.412, over percentage: 0.588
vegas: 49.0, predictive mean 52.5947030673346, under percentage: 0.344, over percentage: 0.656
vegas: 51.5, predictive mean 54.99176152722915, under percentage: 0.34, over percentage: 0.66
vegas: 53.0, predictive mean 51.843626076846014, under percentage: 0.572, over percentage: 0.428
